"CountID";"SensorID";"DateTime";"PeopleIn";"PeopleOut";"SmallGroup";"MediumGroup";"LargeGroup"
11496;343113141;"2015-10-03 15:45:00";8;6;6;2;0
11497;343113141;"2015-10-03 16:00:00";30;19;13;17;0
11498;343113141;"2015-10-03 16:15:00";20;10;9;11;0
11499;343113141;"2015-10-03 16:30:00";18;19;13;5;0
11500;343113141;"2015-10-03 16:45:00";4;23;3;1;0
11501;343113141;"2015-10-03 17:00:00";9;13;5;4;0
11502;343113141;"2015-10-03 17:15:00";7;12;4;3;0
11503;343113141;"2015-10-03 17:30:00";5;8;3;2;0
11504;343113141;"2015-10-03 17:45:00";5;4;3;2;0
11505;343113141;"2015-10-03 18:00:00";3;11;1;2;0
11506;343113141;"2015-10-03 18:15:00";1;3;1;0;0
11507;343113141;"2015-10-03 18:30:00";1;17;0;1;0
11508;343113141;"2015-10-04 09:30:00";2;1;1;1;0
11509;343113141;"2015-10-04 10:15:00";1;0;1;0;0
11510;343113141;"2015-10-04 10:45:00";2;0;0;2;0
11511;343113141;"2015-10-04 11:15:00";25;1;11;14;0
11512;343113141;"2015-10-04 11:30:00";9;2;5;4;0
11513;343113141;"2015-10-04 11:45:00";23;8;14;9;0
11514;343113141;"2015-10-04 12:00:00";8;9;6;2;0
11515;343113141;"2015-10-04 12:15:00";14;16;8;6;0
11516;343113141;"2015-10-04 12:30:00";28;11;16;12;0
11517;343113141;"2015-10-04 12:45:00";21;15;12;9;0
11518;343113141;"2015-10-04 13:00:00";15;21;11;4;0
11519;343113141;"2015-10-04 13:15:00";23;19;11;12;0
11520;343113141;"2015-10-04 13:30:00";22;13;11;10;0
11521;343113141;"2015-10-04 13:45:00";25;32;20;5;0
11522;343113141;"2015-10-04 14:00:00";22;19;12;10;0
11523;343113141;"2015-10-04 14:15:00";18;24;12;6;0
11524;343113141;"2015-10-04 14:30:00";19;35;8;3;3
11525;343113141;"2015-10-04 14:45:00";40;36;9;10;9
11526;343113141;"2015-10-04 15:00:00";42;54;6;8;13
11527;343113141;"2015-10-04 15:15:00";34;50;14;3;6
11528;343113141;"2015-10-04 15:30:00";30;45;12;4;5
11529;343113141;"2015-10-04 15:45:00";18;33;7;4;3
11530;343113141;"2015-10-04 16:00:00";9;30;2;4;1
11531;343113141;"2015-10-04 16:15:00";19;44;7;9;1
11532;343113141;"2015-10-04 16:30:00";7;11;1;2;2
11533;343113141;"2015-10-04 16:45:00";6;18;1;5;0
11534;343113141;"2015-10-04 17:00:00";11;23;2;9;0
11535;343113141;"2015-10-04 17:15:00";2;12;2;0;0
11536;343113141;"2015-10-04 17:30:00";11;16;5;6;0
11537;343113141;"2015-10-04 17:45:00";2;7;1;1;0
11538;343113141;"2015-10-05 07:00:00";2;1;1;1;0
11539;343113141;"2015-10-05 07:15:00";4;0;2;2;0
11540;343113141;"2015-10-05 07:30:00";0;2;0;0;0
11541;343113141;"2015-10-05 07:45:00";0;2;0;0;0
11542;343113141;"2015-10-05 08:15:00";3;0;2;1;0
11543;343113141;"2015-10-05 08:45:00";5;3;4;1;0
11544;343113141;"2015-10-05 09:00:00";1;0;1;0;0
11545;343113141;"2015-10-05 09:15:00";8;2;3;5;0
11546;343113141;"2015-10-05 09:30:00";9;8;5;4;0
11547;343113141;"2015-10-05 09:45:00";1;2;1;0;0
11548;343113141;"2015-10-05 10:00:00";0;1;0;0;0
11549;343113141;"2015-10-05 10:15:00";5;4;2;3;0
11550;343113141;"2015-10-05 10:30:00";3;1;2;1;0
11551;343113141;"2015-10-05 10:45:00";8;4;5;3;0
11552;343113141;"2015-10-05 11:00:00";29;25;18;11;0
11553;343113141;"2015-10-05 11:15:00";22;12;9;13;0
11554;343113141;"2015-10-05 11:30:00";5;5;0;5;0
11555;343113141;"2015-10-05 11:45:00";11;15;5;6;0
11556;343113141;"2015-10-05 12:00:00";5;4;3;2;0
11557;343113141;"2015-10-05 12:15:00";0;8;0;0;0
11558;343113141;"2015-10-05 12:30:00";4;7;3;1;0
11559;343113141;"2015-10-05 12:45:00";4;6;1;3;0
11560;343113141;"2015-10-05 13:00:00";3;6;2;1;0
11561;343113141;"2015-10-05 13:15:00";3;0;2;1;0
11562;343113141;"2015-10-05 13:30:00";4;2;4;0;0
11563;343113141;"2015-10-05 13:45:00";21;17;13;8;0
11564;343113141;"2015-10-05 14:00:00";15;18;6;7;1
11565;343113141;"2015-10-05 14:15:00";26;30;12;12;1
11566;343113141;"2015-10-05 14:30:00";10;5;7;3;0
11567;343113141;"2015-10-05 14:45:00";8;4;3;5;0
11568;343113141;"2015-10-05 15:00:00";17;10;9;7;0
11569;343113141;"2015-10-05 15:15:00";19;37;7;3;3
11570;343113141;"2015-10-05 15:30:00";16;16;4;5;3
11571;343113141;"2015-10-05 15:45:00";12;32;3;7;1
11572;343113141;"2015-10-05 16:00:00";15;11;4;5;2
11573;343113141;"2015-10-05 16:15:00";14;12;5;7;1
11574;343113141;"2015-10-05 16:30:00";13;22;3;7;1
11575;343113141;"2015-10-05 16:45:00";3;14;3;0;0
11576;343113141;"2015-10-05 17:00:00";3;6;3;0;0
11577;343113141;"2015-10-05 17:30:00";1;3;1;0;0
11578;343113141;"2015-10-05 17:45:00";0;2;0;0;0
11579;343113141;"2015-10-05 18:00:00";1;4;1;0;0
11580;343113141;"2015-10-05 18:15:00";3;5;1;2;0
11581;343113141;"2015-10-05 18:30:00";4;7;0;4;0
11582;343113141;"2015-10-05 19:15:00";0;3;0;0;0
11583;343113141;"2015-10-06 07:00:00";2;0;1;1;0
11584;343113141;"2015-10-06 07:15:00";4;0;0;4;0
11585;343113141;"2015-10-06 07:30:00";1;6;1;0;0
11586;343113141;"2015-10-06 07:45:00";0;2;0;0;0
11587;343113141;"2015-10-06 09:00:00";6;0;3;3;0
11588;343113141;"2015-10-06 09:15:00";6;0;5;1;0
11589;343113141;"2015-10-06 09:30:00";3;0;3;0;0
11590;343113141;"2015-10-06 09:45:00";4;2;1;3;0
11591;343113141;"2015-10-06 10:00:00";2;4;2;0;0
11592;343113141;"2015-10-06 10:15:00";1;0;1;0;0
11593;343113141;"2015-10-06 10:30:00";5;0;2;3;0
11594;343113141;"2015-10-06 10:45:00";4;3;3;1;0
11595;343113141;"2015-10-06 11:00:00";2;3;1;1;0
11596;343113141;"2015-10-06 11:15:00";2;2;1;1;0
11597;343113141;"2015-10-06 11:30:00";2;4;0;2;0
11598;343113141;"2015-10-06 11:45:00";3;1;2;1;0
11599;343113141;"2015-10-06 12:00:00";3;0;3;0;0
11600;343113141;"2015-10-06 12:15:00";3;2;2;1;0
11601;343113141;"2015-10-06 12:30:00";7;7;4;3;0
11602;343113141;"2015-10-06 12:45:00";2;6;0;2;0
11603;343113141;"2015-10-06 13:00:00";8;2;4;4;0
11604;343113141;"2015-10-06 13:15:00";3;2;2;1;0
11605;343113141;"2015-10-06 13:30:00";7;7;2;5;0
11606;343113141;"2015-10-06 13:45:00";10;11;7;3;0
11607;343113141;"2015-10-06 14:00:00";7;2;4;3;0
11608;343113141;"2015-10-06 14:15:00";16;8;9;7;0
11609;343113141;"2015-10-06 14:30:00";13;6;7;6;0
11610;343113141;"2015-10-06 14:45:00";6;15;4;2;0
11611;343113141;"2015-10-06 15:00:00";7;13;2;5;0
11612;343113141;"2015-10-06 15:15:00";12;2;8;4;0
11613;343113141;"2015-10-06 15:30:00";13;14;7;6;0
11614;343113141;"2015-10-06 15:45:00";3;4;3;0;0
11615;343113141;"2015-10-06 16:00:00";2;4;1;1;0
11616;343113141;"2015-10-06 16:15:00";1;8;1;0;0
11617;343113141;"2015-10-06 16:30:00";1;12;0;1;0
11618;343113141;"2015-10-06 16:45:00";3;0;1;2;0
11619;343113141;"2015-10-06 17:00:00";1;1;1;0;0
11620;343113141;"2015-10-06 17:15:00";3;1;2;1;0
11621;343113141;"2015-10-06 17:30:00";2;2;1;1;0
11622;343113141;"2015-10-06 17:45:00";2;4;1;1;0
11623;343113141;"2015-10-06 18:00:00";1;1;1;0;0
11624;343113141;"2015-10-06 18:15:00";0;6;0;0;0
11625;343113141;"2015-10-06 18:30:00";2;4;0;2;0
11626;343113141;"2015-10-07 04:45:00";6;6;3;3;0
11627;343113141;"2015-10-07 07:00:00";5;0;3;2;0
11628;343113141;"2015-10-07 07:30:00";0;4;0;0;0
11629;343113141;"2015-10-07 07:45:00";2;3;1;1;0
11630;343113141;"2015-10-07 08:45:00";2;0;1;1;0
11631;343113141;"2015-10-07 09:00:00";2;0;2;0;0
11632;343113141;"2015-10-07 09:15:00";6;1;3;3;0
11633;343113141;"2015-10-07 09:30:00";2;0;1;1;0
11634;343113141;"2015-10-07 09:45:00";4;7;3;1;0
11635;343113141;"2015-10-07 10:00:00";19;7;9;10;0
11636;343113141;"2015-10-07 10:15:00";4;5;1;3;0
11637;343113141;"2015-10-07 10:30:00";5;6;3;2;0
11638;343113141;"2015-10-07 10:45:00";5;3;3;2;0
11639;343113141;"2015-10-07 11:00:00";10;0;5;5;0
11640;343113141;"2015-10-07 11:15:00";10;2;5;5;0
11641;343113141;"2015-10-07 11:30:00";9;11;3;6;0
11642;343113141;"2015-10-07 11:45:00";10;1;4;6;0
11643;343113141;"2015-10-07 12:00:00";11;11;5;6;0
11644;343113141;"2015-10-07 12:15:00";2;4;2;0;0
11645;343113141;"2015-10-07 12:30:00";4;9;2;2;0
11646;343113141;"2015-10-07 12:45:00";7;3;2;5;0
11647;343113141;"2015-10-07 13:00:00";11;10;7;4;0
11648;343113141;"2015-10-07 13:15:00";4;16;1;3;0
11649;343113141;"2015-10-07 13:30:00";12;11;5;7;0
11650;343113141;"2015-10-07 13:45:00";6;6;3;3;0
11651;343113141;"2015-10-07 14:00:00";11;14;2;7;1
11652;343113141;"2015-10-07 14:15:00";9;2;1;5;1
11653;343113141;"2015-10-07 14:30:00";5;5;4;1;0
11654;343113141;"2015-10-07 14:45:00";10;10;6;4;0
11655;343113141;"2015-10-07 15:00:00";15;16;11;4;0
11656;343113141;"2015-10-07 15:15:00";13;12;7;6;0
11657;343113141;"2015-10-07 15:30:00";8;7;6;2;0
11658;343113141;"2015-10-07 15:45:00";13;6;5;8;0
11659;343113141;"2015-10-07 16:00:00";12;9;7;5;0
11660;343113141;"2015-10-07 16:15:00";13;17;8;5;0
11661;343113141;"2015-10-07 16:30:00";7;11;4;3;0
11662;343113141;"2015-10-07 16:45:00";4;5;2;2;0
11663;343113141;"2015-10-07 17:00:00";0;8;0;0;0
11664;343113141;"2015-10-07 17:15:00";3;10;0;3;0
11665;343113141;"2015-10-07 17:30:00";6;1;2;0;2
11666;343113141;"2015-10-07 17:45:00";2;2;1;1;0
11667;343113141;"2015-10-07 18:00:00";2;7;2;0;0
11668;343113141;"2015-10-07 18:15:00";0;6;0;0;0
11669;343113141;"2015-10-07 18:30:00";1;8;0;1;0
11670;343113141;"2015-10-08 07:00:00";2;0;2;0;0
11671;343113141;"2015-10-08 07:30:00";2;7;2;0;0
11672;343113141;"2015-10-08 07:45:00";0;2;0;0;0
11673;343113141;"2015-10-08 09:00:00";1;0;1;0;0
11674;343113141;"2015-10-08 09:15:00";12;3;5;7;0
11675;343113141;"2015-10-08 09:30:00";1;0;1;0;0
11676;343113141;"2015-10-08 09:45:00";12;7;7;5;0
11677;343113141;"2015-10-08 10:00:00";5;2;2;3;0
11678;343113141;"2015-10-08 10:15:00";3;1;2;1;0
11679;343113141;"2015-10-08 10:30:00";5;7;4;1;0
11680;343113141;"2015-10-08 10:45:00";1;1;1;0;0
11681;343113141;"2015-10-08 11:00:00";10;2;6;4;0
11682;343113141;"2015-10-08 11:15:00";7;11;4;3;0
11683;343113141;"2015-10-08 11:30:00";3;5;2;1;0
11684;343113141;"2015-10-08 11:45:00";0;2;0;0;0
11685;343113141;"2015-10-08 12:00:00";5;4;3;2;0
11686;343113141;"2015-10-08 12:15:00";3;7;1;2;0
11687;343113141;"2015-10-08 12:30:00";4;4;2;2;0
11688;343113141;"2015-10-08 12:45:00";7;1;5;2;0
11689;343113141;"2015-10-08 13:00:00";7;4;4;3;0
11690;343113141;"2015-10-08 13:15:00";9;4;6;3;0
11691;343113141;"2015-10-08 13:30:00";5;5;2;3;0
11692;343113141;"2015-10-08 13:45:00";8;15;3;2;1
11693;343113141;"2015-10-08 14:00:00";16;7;10;3;1
11694;343113141;"2015-10-08 14:15:00";9;14;2;4;1
11695;343113141;"2015-10-08 14:30:00";30;16;6;7;8
11696;343113141;"2015-10-08 14:45:00";15;12;4;1;4
11697;343113141;"2015-10-08 15:00:00";24;33;5;1;7
11698;343113141;"2015-10-08 15:15:00";12;15;3;3;2
11699;343113141;"2015-10-08 15:30:00";3;3;0;1;1
11700;343113141;"2015-10-08 15:45:00";16;28;3;4;4
11701;343113141;"2015-10-08 16:00:00";8;7;2;1;2
11702;343113141;"2015-10-08 16:15:00";3;4;3;0;0
11703;343113141;"2015-10-08 16:30:00";8;6;4;4;0
11704;343113141;"2015-10-08 16:45:00";4;8;1;3;0
11705;343113141;"2015-10-08 17:00:00";3;8;2;1;0
11706;343113141;"2015-10-08 17:15:00";2;0;1;1;0
11707;343113141;"2015-10-08 17:30:00";3;0;2;1;0
11708;343113141;"2015-10-08 17:45:00";2;5;1;1;0
11709;343113141;"2015-10-08 18:00:00";7;4;2;5;0
11710;343113141;"2015-10-08 18:15:00";3;16;2;1;0
11711;343113141;"2015-10-08 18:30:00";0;2;0;0;0
11712;343113141;"2015-10-08 18:45:00";1;1;0;1;0
11713;343113141;"2015-10-08 19:00:00";6;1;3;3;0
11714;343113141;"2015-10-08 19:15:00";0;1;0;0;0
11715;343113141;"2015-10-08 19:30:00";1;0;0;1;0
11716;343113141;"2015-10-08 19:45:00";2;10;0;2;0
11717;343113141;"2015-10-08 20:00:00";3;0;1;2;0
11718;343113141;"2015-10-08 20:15:00";1;3;1;0;0
11719;343113141;"2015-10-08 20:30:00";0;3;0;0;0
11720;343113141;"2015-10-09 07:00:00";6;3;2;4;0
11721;343113141;"2015-10-09 07:15:00";2;0;0;2;0
11722;343113141;"2015-10-09 07:45:00";2;5;2;0;0
11723;343113141;"2015-10-09 08:00:00";3;2;1;2;0
11724;343113141;"2015-10-09 09:00:00";2;2;1;1;0
11725;343113141;"2015-10-09 09:15:00";9;1;8;1;0
11726;343113141;"2015-10-09 09:30:00";7;1;3;4;0
11727;343113141;"2015-10-09 09:45:00";2;2;2;0;0
11728;343113141;"2015-10-09 10:00:00";3;2;2;1;0
11729;343113141;"2015-10-09 10:15:00";5;2;5;0;0
11730;343113141;"2015-10-09 10:30:00";4;4;4;0;0
11731;343113141;"2015-10-09 10:45:00";4;4;1;3;0
11732;343113141;"2015-10-09 11:00:00";2;3;1;1;0
11733;343113141;"2015-10-09 11:15:00";3;6;3;0;0
11734;343113141;"2015-10-09 11:30:00";8;2;8;0;0
11735;343113141;"2015-10-09 11:45:00";5;3;3;2;0
11736;343113141;"2015-10-09 12:00:00";14;7;9;3;1
11737;343113141;"2015-10-09 12:15:00";10;6;6;4;0
11738;343113141;"2015-10-09 12:30:00";6;7;3;3;0
11739;343113141;"2015-10-09 12:45:00";7;14;5;2;0
11740;343113141;"2015-10-09 13:00:00";5;9;5;0;0
11741;343113141;"2015-10-09 13:15:00";8;7;4;4;0
11742;343113141;"2015-10-09 13:30:00";12;9;8;3;0
11743;343113141;"2015-10-09 13:45:00";7;6;4;3;0
11744;343113141;"2015-10-09 14:00:00";10;9;5;5;0
11745;343113141;"2015-10-09 14:15:00";3;6;1;2;0
11746;343113141;"2015-10-09 14:30:00";1;5;1;0;0
11747;343113141;"2015-10-09 14:45:00";15;5;6;7;1
11748;343113141;"2015-10-09 15:00:00";4;10;2;2;0
11749;343113141;"2015-10-09 15:15:00";7;11;1;1;2
11750;343113141;"2015-10-09 15:30:00";13;18;3;0;3
11751;343113141;"2015-10-09 15:45:00";36;35;8;4;8
11752;343113141;"2015-10-09 16:00:00";27;22;10;7;5
11753;343113141;"2015-10-09 16:15:00";1;2;1;0;0
11754;343113141;"2015-10-09 16:30:00";0;3;0;0;0
11755;343113141;"2015-10-09 16:45:00";10;3;7;3;0
11756;343113141;"2015-10-09 17:00:00";11;8;7;4;0
11757;343113141;"2015-10-09 17:15:00";5;1;1;4;0
11758;343113141;"2015-10-09 17:30:00";6;13;6;0;0
11759;343113141;"2015-10-09 17:45:00";2;8;2;0;0
11760;343113141;"2015-10-09 18:00:00";2;5;2;0;0
11761;343113141;"2015-10-09 18:15:00";1;2;0;1;0
11762;343113141;"2015-10-09 18:30:00";1;14;1;0;0
11763;343113141;"2015-10-09 18:45:00";1;6;1;0;0
11764;343113141;"2015-10-10 07:30:00";1;1;1;0;0
11765;343113141;"2015-10-10 09:00:00";4;1;0;4;0
11766;343113141;"2015-10-10 09:15:00";6;0;3;3;0
11767;343113141;"2015-10-10 09:30:00";4;0;0;4;0
11768;343113141;"2015-10-10 09:45:00";3;1;2;1;0
11769;343113141;"2015-10-10 10:00:00";5;2;4;1;0
11770;343113141;"2015-10-10 10:15:00";3;5;2;1;0
11771;343113141;"2015-10-10 10:30:00";5;7;4;1;0
11772;343113141;"2015-10-10 10:45:00";6;0;3;3;0
11773;343113141;"2015-10-10 11:00:00";6;8;3;3;0
11774;343113141;"2015-10-10 11:15:00";11;8;5;6;0
11775;343113141;"2015-10-10 11:30:00";15;4;7;6;1
11776;343113141;"2015-10-10 11:45:00";17;23;7;10;0
11777;343113141;"2015-10-10 12:00:00";7;14;4;3;0
11778;343113141;"2015-10-10 12:15:00";13;4;8;5;0
11779;343113141;"2015-10-10 12:30:00";10;10;5;5;0
11780;343113141;"2015-10-10 12:45:00";6;10;4;2;0
11781;343113141;"2015-10-10 13:00:00";15;7;7;6;1
11782;343113141;"2015-10-10 13:15:00";10;13;6;2;1
11783;343113141;"2015-10-10 13:30:00";11;7;7;4;0
11784;343113141;"2015-10-10 13:45:00";2;8;1;1;0
11785;343113141;"2015-10-10 14:00:00";15;15;12;3;0
11786;343113141;"2015-10-10 14:15:00";24;16;12;12;0
11787;343113141;"2015-10-10 14:30:00";17;8;11;4;1
11788;343113141;"2015-10-10 14:45:00";17;13;10;7;0
11789;343113141;"2015-10-10 15:00:00";25;18;14;11;0
11790;343113141;"2015-10-10 15:15:00";23;24;11;10;1
11791;343113141;"2015-10-10 15:30:00";24;24;9;9;3
11792;343113141;"2015-10-10 15:45:00";21;19;11;10;0
11793;343113141;"2015-10-10 16:00:00";20;27;9;11;0
11794;343113141;"2015-10-10 16:15:00";19;21;8;9;1
11795;343113141;"2015-10-10 16:30:00";11;8;7;4;0
11796;343113141;"2015-10-10 16:45:00";1;14;1;0;0
11797;343113141;"2015-10-10 17:00:00";13;7;7;6;0
11798;343113141;"2015-10-10 17:15:00";9;13;4;5;0
11799;343113141;"2015-10-10 17:30:00";7;12;3;4;0
11800;343113141;"2015-10-10 17:45:00";2;8;0;2;0
11801;343113141;"2015-10-10 18:00:00";5;9;5;0;0
11802;343113141;"2015-10-10 18:15:00";5;15;2;3;0
11803;343113141;"2015-10-10 18:30:00";0;10;0;0;0
11804;343113141;"2015-10-10 18:45:00";0;3;0;0;0
11805;343113141;"2015-10-11 09:45:00";2;1;2;0;0
11806;343113141;"2015-10-11 10:45:00";3;1;2;1;0
11807;343113141;"2015-10-11 11:00:00";9;0;7;2;0
11808;343113141;"2015-10-11 11:15:00";16;4;11;5;0
11809;343113141;"2015-10-11 11:30:00";12;5;7;5;0
11810;343113141;"2015-10-11 11:45:00";9;9;4;5;0
11811;343113141;"2015-10-11 12:00:00";21;9;7;14;0
11812;343113141;"2015-10-11 12:15:00";12;10;8;4;0
11813;343113141;"2015-10-11 12:30:00";29;18;15;14;0
11814;343113141;"2015-10-11 12:45:00";19;30;9;10;0
11815;343113141;"2015-10-11 13:00:00";16;13;7;5;2
11816;343113141;"2015-10-11 13:15:00";18;15;10;8;0
11817;343113141;"2015-10-11 13:30:00";9;14;4;4;0
11818;343113141;"2015-10-11 13:45:00";29;19;18;11;0
11819;343113141;"2015-10-11 14:00:00";37;22;23;12;1
11820;343113141;"2015-10-11 14:15:00";24;29;16;8;0
11821;343113141;"2015-10-11 14:30:00";28;57;15;11;0
11822;343113141;"2015-10-11 14:45:00";26;42;11;9;2
11823;343113141;"2015-10-11 15:00:00";37;21;18;13;3
11824;343113141;"2015-10-11 15:15:00";22;20;8;14;0
11825;343113141;"2015-10-11 15:30:00";14;24;12;2;0
11826;343113141;"2015-10-11 15:45:00";32;21;23;9;0
11827;343113141;"2015-10-11 16:00:00";15;23;9;6;0
11828;343113141;"2015-10-11 16:15:00";8;19;5;3;0
11829;343113141;"2015-10-11 16:30:00";4;18;3;1;0
11830;343113141;"2015-10-11 16:45:00";3;18;2;1;0
11831;343113141;"2015-10-11 17:00:00";9;2;8;1;0
11832;343113141;"2015-10-11 17:15:00";1;13;0;1;0
11833;343113141;"2015-10-11 17:30:00";3;23;2;1;0
11834;343113141;"2015-10-11 17:45:00";3;9;3;0;0
11835;343113141;"2015-10-11 18:00:00";1;3;1;0;0
11836;343113141;"2015-10-12 07:00:00";0;1;0;0;0
11837;343113141;"2015-10-12 07:45:00";5;6;2;3;0
11838;343113141;"2015-10-12 08:00:00";0;1;0;0;0
11839;343113141;"2015-10-12 09:00:00";4;1;2;2;0
11840;343113141;"2015-10-12 09:15:00";13;5;6;7;0
11841;343113141;"2015-10-12 09:30:00";2;1;1;1;0
11842;343113141;"2015-10-12 09:45:00";1;2;0;1;0
11843;343113141;"2015-10-12 10:00:00";2;1;1;1;0
11844;343113141;"2015-10-12 10:15:00";1;0;1;0;0
11845;343113141;"2015-10-12 10:30:00";4;3;2;2;0
11846;343113141;"2015-10-12 10:45:00";14;9;9;5;0
11847;343113141;"2015-10-12 11:00:00";5;3;3;2;0
11848;343113141;"2015-10-12 11:15:00";9;2;7;2;0
11849;343113141;"2015-10-12 11:30:00";4;2;3;1;0
11850;343113141;"2015-10-12 11:45:00";6;9;3;3;0
11851;343113141;"2015-10-12 12:00:00";2;3;1;1;0
11852;343113141;"2015-10-12 12:15:00";3;3;1;2;0
11853;343113141;"2015-10-12 12:30:00";1;3;1;0;0
11854;343113141;"2015-10-12 12:45:00";9;2;6;3;0
11855;343113141;"2015-10-12 13:00:00";10;9;5;5;0
11856;343113141;"2015-10-12 13:15:00";4;0;3;1;0
11857;343113141;"2015-10-12 13:30:00";6;11;4;2;0
11858;343113141;"2015-10-12 13:45:00";1;8;1;0;0
11859;343113141;"2015-10-12 14:00:00";10;12;6;4;0
11860;343113141;"2015-10-12 14:15:00";6;8;5;1;0
11861;343113141;"2015-10-12 14:30:00";7;10;5;2;0
11862;343113141;"2015-10-12 14:45:00";26;37;6;7;6
11863;343113141;"2015-10-12 15:00:00";19;10;7;3;2
11864;343113141;"2015-10-12 15:15:00";26;34;6;4;6
11865;343113141;"2015-10-12 15:30:00";4;11;2;2;0
11866;343113141;"2015-10-12 15:45:00";3;17;1;2;0
11867;343113141;"2015-10-12 16:00:00";6;3;2;1;1
11868;343113141;"2015-10-12 16:15:00";2;4;0;2;0
11869;343113141;"2015-10-12 16:30:00";0;1;0;0;0
11870;343113141;"2015-10-12 16:45:00";2;12;0;2;0
11871;343113141;"2015-10-12 17:00:00";0;4;0;0;0
11872;343113141;"2015-10-12 17:30:00";0;1;0;0;0
11873;343113141;"2015-10-12 17:45:00";0;1;0;0;0
11874;343113141;"2015-10-12 18:00:00";2;3;2;0;0
11875;343113141;"2015-10-12 18:15:00";0;6;0;0;0
11876;343113141;"2015-10-12 18:30:00";1;5;0;1;0
11877;343113141;"2015-10-13 07:00:00";2;1;1;1;0
11878;343113141;"2015-10-13 07:30:00";1;3;0;1;0
11879;343113141;"2015-10-13 07:45:00";1;3;0;1;0
11880;343113141;"2015-10-13 09:00:00";6;1;2;4;0
11881;343113141;"2015-10-13 09:15:00";10;1;6;4;0
11882;343113141;"2015-10-13 09:30:00";1;1;1;0;0
11883;343113141;"2015-10-13 10:00:00";3;0;2;1;0
11884;343113141;"2015-10-13 10:15:00";4;1;2;2;0
11885;343113141;"2015-10-13 10:30:00";7;5;2;5;0
11886;343113141;"2015-10-13 10:45:00";6;10;5;1;0
11887;343113141;"2015-10-13 11:00:00";1;3;0;1;0
11888;343113141;"2015-10-13 11:15:00";11;5;6;5;0
11889;343113141;"2015-10-13 11:30:00";7;8;3;4;0
11890;343113141;"2015-10-13 11:45:00";1;6;0;1;0
11891;343113141;"2015-10-13 12:00:00";13;5;8;5;0
11892;343113141;"2015-10-13 12:15:00";2;3;1;1;0
11893;343113141;"2015-10-13 12:30:00";7;4;5;2;0
11894;343113141;"2015-10-13 12:45:00";10;9;5;3;1
11895;343113141;"2015-10-13 13:00:00";2;4;1;1;0
11896;343113141;"2015-10-13 13:15:00";2;0;1;1;0
11897;343113141;"2015-10-13 13:30:00";3;7;3;0;0
11898;343113141;"2015-10-13 13:45:00";8;9;3;5;0
11899;343113141;"2015-10-13 14:00:00";4;4;3;1;0
11900;343113141;"2015-10-13 14:15:00";7;7;4;3;0
11901;343113141;"2015-10-13 14:30:00";3;8;3;0;0
11902;343113141;"2015-10-13 14:45:00";9;12;5;4;0
11903;343113141;"2015-10-13 15:00:00";0;1;0;0;0
11904;343113141;"2015-10-13 15:15:00";5;1;4;1;0
11905;343113141;"2015-10-13 15:30:00";5;9;4;1;0
11906;343113141;"2015-10-13 15:45:00";11;11;3;3;2
11907;343113141;"2015-10-13 16:00:00";5;9;2;2;0
11908;343113141;"2015-10-13 16:15:00";3;11;1;2;0
11909;343113141;"2015-10-13 16:30:00";4;2;2;2;0
11910;343113141;"2015-10-13 16:45:00";3;3;2;1;0
11911;343113141;"2015-10-13 17:00:00";5;5;2;3;0
11912;343113141;"2015-10-13 17:15:00";2;3;0;2;0
11913;343113141;"2015-10-13 17:30:00";2;5;0;2;0
11914;343113141;"2015-10-13 17:45:00";1;0;0;1;0
11915;343113141;"2015-10-13 18:00:00";0;6;0;0;0
11916;343113141;"2015-10-13 18:30:00";2;8;1;1;0
11917;343113141;"2015-10-14 07:00:00";4;0;1;1;1
11918;343113141;"2015-10-14 07:45:00";1;4;0;1;0
11919;343113141;"2015-10-14 09:00:00";3;1;1;2;0
11920;343113141;"2015-10-14 09:15:00";7;1;3;4;0
11921;343113141;"2015-10-14 09:30:00";2;0;0;2;0
11922;343113141;"2015-10-14 09:45:00";4;3;4;0;0
11923;343113141;"2015-10-14 10:00:00";2;0;1;1;0
11924;343113141;"2015-10-14 10:15:00";9;6;6;3;0
11925;343113141;"2015-10-14 10:30:00";1;1;0;1;0
11926;343113141;"2015-10-14 10:45:00";4;0;2;2;0
11927;343113141;"2015-10-14 11:00:00";6;2;4;2;0
11928;343113141;"2015-10-14 11:15:00";3;5;1;2;0
11929;343113141;"2015-10-14 11:30:00";4;2;0;4;0
11930;343113141;"2015-10-14 11:45:00";2;7;1;1;0
11931;343113141;"2015-10-14 12:00:00";9;3;4;5;0
11932;343113141;"2015-10-14 12:15:00";11;6;6;5;0
11933;343113141;"2015-10-14 12:30:00";10;8;8;2;0
11934;343113141;"2015-10-14 12:45:00";1;11;0;1;0
11935;343113141;"2015-10-14 13:00:00";11;3;5;6;0
11936;343113141;"2015-10-14 13:15:00";1;13;0;1;0
11937;343113141;"2015-10-14 13:30:00";4;6;1;1;1
11938;343113141;"2015-10-14 13:45:00";5;2;3;2;0
11939;343113141;"2015-10-14 14:00:00";12;2;7;3;1
11940;343113141;"2015-10-14 14:15:00";12;8;6;6;0
11941;343113141;"2015-10-14 14:30:00";7;14;6;1;0
11942;343113141;"2015-10-14 14:45:00";8;7;7;1;0
11943;343113141;"2015-10-14 15:00:00";6;4;5;1;0
11944;343113141;"2015-10-14 15:15:00";3;4;1;2;0
